KCNIP4	LRRTM4	1.99996056983434
LRRTM4	KCNIP4	1.99996056983434
DCC	TSHZ2	1.99995004418976
TSHZ2	DCC	1.99995004418976
CSMD1	KCNIP4	1.99994663091708
KCNIP4	CSMD1	1.99994663091708
IQCJ-SCHIP1	KCNIP4	1.99994195041246
KCNIP4	IQCJ-SCHIP1	1.99994195041246
DPP10	LRP1B	1.99993565106134
LRP1B	DPP10	1.99993565106134
CSMD1	DLG2	1.99991611085428
DLG2	CSMD1	1.99991611085428
LRRTM4	TSHZ2	1.99990787569005
TSHZ2	LRRTM4	1.99990787569005
TOX	TSHZ2	1.999865355079
TSHZ2	TOX	1.999865355079
RORB	TSHZ2	1.99983999951414
TSHZ2	RORB	1.99983999951414
KCNIP4	PTPRD	1.99983346032729
PTPRD	KCNIP4	1.99983346032729
ITGA8	KCNIP4	1.99983047788724
KCNIP4	ITGA8	1.99983047788724
CSMD1	LRRTM4	1.99982843292719
LRRTM4	CSMD1	1.99982843292719
PCDH9	PTPRD	1.99979981751411
PTPRD	PCDH9	1.99979981751411
ITGA8	ZNF385D	1.99979675328623
ZNF385D	ITGA8	1.99979675328623
DLG2	KCNIP4	1.99978373565929
KCNIP4	DLG2	1.99978373565929
NRXN3	PCDH9	1.99977511164742
PCDH9	NRXN3	1.99977511164742
DCC	RORB	1.99977473957996
RORB	DCC	1.99977473957996
FOXP2	TSHZ2	1.99976467590976
TSHZ2	FOXP2	1.99976467590976
FOXP2	TOX	1.99974154306535
TOX	FOXP2	1.99974154306535
NRXN3	PTPRD	1.99972368759586
PTPRD	NRXN3	1.99972368759586
DPP10	ROBO2	1.99972342775836
ROBO2	DPP10	1.99972342775836
SEMA5A	SULF1	1.99968709979694
SULF1	SEMA5A	1.99968709979694
HS6ST3	LRRTM4	1.99968703054633
LRRTM4	HS6ST3	1.99968703054633
LRP1B	PDZRN4	1.9996731144671
PDZRN4	LRP1B	1.9996731144671
KCNIP4	SULF1	1.99966270543822
SULF1	KCNIP4	1.99966270543822
DPP10	KCNIP4	1.99966088018064
KCNIP4	DPP10	1.99966088018064
KCNIP4	TENM2	1.9996591128732
TENM2	KCNIP4	1.9996591128732
ADGRB3	PTPRD	1.99964998553209
PTPRD	ADGRB3	1.99964998553209
DPP10	PTPRD	1.99964171108503
PTPRD	DPP10	1.99964171108503
LRRTM4	RORB	1.99964126620734
RORB	LRRTM4	1.99964126620734
CUX2	LRP1B	1.99963036620163
LRP1B	CUX2	1.99963036620163
DLG2	LRRTM4	1.99961404458394
LRRTM4	DLG2	1.99961404458394
DGKB	LRRTM4	1.99959430800719
LRRTM4	DGKB	1.99959430800719
DLGAP1	LRRTM4	1.99958557160625
LRRTM4	DLGAP1	1.99958557160625
DCC	LRRTM4	1.99958254106516
LRRTM4	DCC	1.99958254106516
KCNIP4	ROBO2	1.99957328418473
ROBO2	KCNIP4	1.99957328418473
KCNIP4	ZNF385D	1.99957082395718
ZNF385D	KCNIP4	1.99957082395718
